id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
523,10,25,M,Masculino,3,Parda,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
524,10,25,M,Masculino,4,Amarela,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
525,5,20,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
526,6,21,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
527,3,18,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
528,3,18,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
529,15,Entre 46 e 50,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
530,4,19,M,Masculino,4,Amarela,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
531,1,Menor de 17,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
532,13,Entre 36 e 40,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
533,5,20,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
534,6,21,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
535,11,Entre 26 e 30,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
536,8,23,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
537,5,20,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
538,17,Entre 56 e 60,M,Masculino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
539,8,23,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
540,5,20,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
541,19,Entre 66 e 70,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
542,14,Entre 41 e 45,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
543,7,22,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
544,18,Entre 61 e 65,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
545,2,17,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
546,13,Entre 36 e 40,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
547,1,Menor de 17,F,Feminino,1,Branca,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
548,6,21,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
549,5,20,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
550,12,Entre 31 e 35,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
551,9,24,F,Feminino,1,Branca,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
552,3,18,M,Masculino,5,Indigena,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
553,15,Entre 46 e 50,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
554,5,20,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
555,13,Entre 36 e 40,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
556,2,17,F,Feminino,2,Preta,0,Nao informado,3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
557,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
558,12,Entre 31 e 35,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
559,3,18,M,Masculino,3,Parda,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
560,4,19,M,Masculino,1,Branca,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
561,5,20,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
562,2,17,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
563,3,18,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
564,11,Entre 26 e 30,F,Feminino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
565,6,21,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
566,3,18,M,Masculino,0,Nao declarado,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
567,2,17,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
568,17,Entre 56 e 60,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
569,19,Entre 66 e 70,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
570,11,Entre 26 e 30,M,Masculino,4,Amarela,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
571,13,Entre 36 e 40,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
572,9,24,M,Masculino,3,Parda,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
573,12,Entre 31 e 35,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
574,11,Entre 26 e 30,M,Masculino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
575,10,25,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
576,9,24,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
577,15,Entre 46 e 50,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
578,5,20,M,Masculino,1,Branca,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
579,7,22,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
580,2,17,F,Feminino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
581,18,Entre 61 e 65,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
582,5,20,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
583,12,Entre 31 e 35,F,Feminino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
584,3,18,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
585,14,Entre 41 e 45,F,Feminino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
586,20,Maior de 70,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
587,2,17,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
588,14,Entre 41 e 45,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
589,18,Entre 61 e 65,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
590,11,Entre 26 e 30,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
591,12,Entre 31 e 35,M,Masculino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
592,15,Entre 46 e 50,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
593,2,17,M,Masculino,1,Branca,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
594,14,Entre 41 e 45,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
595,13,Entre 36 e 40,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
596,8,23,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
597,13,Entre 36 e 40,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
598,16,Entre 51 e 55,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
599,6,21,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
600,4,19,F,Feminino,4,Amarela,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
601,10,25,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
602,3,18,M,Masculino,3,Parda,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
603,16,Entre 51 e 55,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
604,5,20,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
605,4,19,M,Masculino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
606,10,25,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
607,4,19,M,Masculino,4,Amarela,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
608,2,17,F,Feminino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
609,15,Entre 46 e 50,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),0,Nao informado,4,Nao conclui e nao estou cursando o Ensino Medio
610,12,Entre 31 e 35,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
611,15,Entre 46 e 50,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
612,10,25,F,Feminino,4,Amarela,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
613,14,Entre 41 e 45,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
614,8,23,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
615,15,Entre 46 e 50,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
616,14,Entre 41 e 45,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
617,5,20,F,Feminino,1,Branca,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
618,3,18,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
619,12,Entre 31 e 35,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
620,14,Entre 41 e 45,F,Feminino,0,Nao declarado,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
621,3,18,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
622,1,Menor de 17,M,Masculino,1,Branca,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
623,5,20,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
624,5,20,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
625,5,20,F,Feminino,4,Amarela,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
626,2,17,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
627,11,Entre 26 e 30,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
628,7,22,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
629,10,25,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
630,14,Entre 41 e 45,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
631,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
632,10,25,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
633,20,Maior de 70,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
634,4,19,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
635,9,24,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
636,3,18,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
637,7,22,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
638,13,Entre 36 e 40,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
639,19,Entre 66 e 70,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
640,5,20,F,Feminino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
641,13,Entre 36 e 40,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
642,16,Entre 51 e 55,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
643,11,Entre 26 e 30,F,Feminino,5,Indigena,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
644,13,Entre 36 e 40,F,Feminino,2,Preta,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
645,4,19,M,Masculino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
646,17,Entre 56 e 60,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
647,11,Entre 26 e 30,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
648,18,Entre 61 e 65,F,Feminino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
649,9,24,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
650,16,Entre 51 e 55,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
651,5,20,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
652,12,Entre 31 e 35,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
653,6,21,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
654,18,Entre 61 e 65,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
655,11,Entre 26 e 30,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
656,14,Entre 41 e 45,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
657,7,22,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
658,6,21,M,Masculino,0,Nao declarado,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
659,12,Entre 31 e 35,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
660,5,20,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
661,3,18,F,Feminino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
662,3,18,M,Masculino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
663,8,23,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
664,8,23,M,Masculino,3,Parda,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
665,12,Entre 31 e 35,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
666,8,23,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
667,13,Entre 36 e 40,F,Feminino,3,Parda,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
668,8,23,F,Feminino,3,Parda,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
669,9,24,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
670,12,Entre 31 e 35,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
671,11,Entre 26 e 30,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
672,15,Entre 46 e 50,F,Feminino,0,Nao declarado,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
673,15,Entre 46 e 50,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
674,14,Entre 41 e 45,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
675,11,Entre 26 e 30,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
676,14,Entre 41 e 45,M,Masculino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
677,14,Entre 41 e 45,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
678,4,19,F,Feminino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
679,12,Entre 31 e 35,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
680,19,Entre 66 e 70,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
681,3,18,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
682,7,22,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
683,20,Maior de 70,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
684,11,Entre 26 e 30,M,Masculino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
685,16,Entre 51 e 55,F,Feminino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
686,8,23,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
687,9,24,F,Feminino,5,Indigena,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
688,4,19,F,Feminino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
689,1,Menor de 17,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
690,5,20,M,Masculino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
691,7,22,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
692,11,Entre 26 e 30,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
693,4,19,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
694,2,17,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
695,13,Entre 36 e 40,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
696,18,Entre 61 e 65,F,Feminino,1,Branca,4,Viuvo(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
697,8,23,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
698,1,Menor de 17,F,Feminino,2,Preta,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
699,15,Entre 46 e 50,M,Masculino,4,Amarela,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
700,2,17,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
701,16,Entre 51 e 55,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
702,2,17,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
703,8,23,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
704,2,17,M,Masculino,2,Preta,4,Viuvo(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
705,3,18,F,Feminino,4,Amarela,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
