id_participante,faixa_etaria,faixa_etaria_descricao,sexo,sexo_descricao,cor_raca,cor_raca_descricao,estado_civil,estado_civil_descricao,nacionalidade,nacionalidade_descricao,st_conclusao,st_conclusao_descricao
706,1,Menor de 17,M,Masculino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
707,2,17,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
708,11,Entre 26 e 30,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
709,12,Entre 31 e 35,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
710,18,Entre 61 e 65,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
711,3,18,F,Feminino,5,Indigena,0,Nao informado,3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
712,2,17,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
713,7,22,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
714,5,20,M,Masculino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
715,6,21,F,Feminino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
716,1,Menor de 17,F,Feminino,3,Parda,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
717,5,20,M,Masculino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
718,4,19,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
719,9,24,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
720,11,Entre 26 e 30,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
721,11,Entre 26 e 30,M,Masculino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
722,1,Menor de 17,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
723,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
724,19,Entre 66 e 70,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
725,3,18,M,Masculino,2,Preta,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
726,8,23,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
727,9,24,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
728,7,22,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
729,4,19,F,Feminino,1,Branca,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
730,11,Entre 26 e 30,M,Masculino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
731,9,24,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
732,9,24,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
733,18,Entre 61 e 65,F,Feminino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
734,10,25,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
735,9,24,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
736,13,Entre 36 e 40,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
737,16,Entre 51 e 55,F,Feminino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
738,5,20,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
739,7,22,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
740,16,Entre 51 e 55,F,Feminino,2,Preta,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
741,10,25,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
742,10,25,M,Masculino,1,Branca,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
743,9,24,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
744,13,Entre 36 e 40,F,Feminino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
745,13,Entre 36 e 40,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
746,2,17,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
747,7,22,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
748,19,Entre 66 e 70,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
749,9,24,M,Masculino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
750,1,Menor de 17,F,Feminino,4,Amarela,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
751,3,18,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
752,16,Entre 51 e 55,M,Masculino,2,Preta,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
753,10,25,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
754,4,19,M,Masculino,0,Nao declarado,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
755,2,17,F,Feminino,3,Parda,1,Solteiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
756,10,25,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
757,15,Entre 46 e 50,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
758,5,20,M,Masculino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
759,9,24,M,Masculino,1,Branca,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
760,11,Entre 26 e 30,F,Feminino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
761,2,17,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
762,5,20,M,Masculino,1,Branca,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
763,6,21,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
764,20,Maior de 70,F,Feminino,3,Parda,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
765,2,17,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
766,17,Entre 56 e 60,F,Feminino,0,Nao declarado,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
767,10,25,M,Masculino,4,Amarela,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
768,7,22,F,Feminino,0,Nao declarado,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
769,3,18,M,Masculino,0,Nao declarado,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
770,10,25,M,Masculino,0,Nao declarado,0,Nao informado,3,Estrangeiro(a),1,Ja conclui o Ensino Medio
771,12,Entre 31 e 35,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
772,3,18,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
773,13,Entre 36 e 40,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
774,5,20,M,Masculino,2,Preta,1,Solteiro(a),0,Nao informado,1,Ja conclui o Ensino Medio
775,8,23,F,Feminino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
776,12,Entre 31 e 35,M,Masculino,2,Preta,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
777,1,Menor de 17,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
778,14,Entre 41 e 45,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
779,4,19,M,Masculino,0,Nao declarado,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
780,12,Entre 31 e 35,F,Feminino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
781,9,24,M,Masculino,3,Parda,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
782,18,Entre 61 e 65,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
783,4,19,M,Masculino,2,Preta,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
784,10,25,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
785,12,Entre 31 e 35,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
786,4,19,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
787,7,22,M,Masculino,4,Amarela,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
788,11,Entre 26 e 30,M,Masculino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
789,11,Entre 26 e 30,F,Feminino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
790,11,Entre 26 e 30,F,Feminino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
791,4,19,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
792,11,Entre 26 e 30,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
793,10,25,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
794,3,18,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
795,3,18,M,Masculino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
796,3,18,M,Masculino,4,Amarela,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
797,14,Entre 41 e 45,F,Feminino,5,Indigena,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
798,19,Entre 66 e 70,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
799,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
800,17,Entre 56 e 60,F,Feminino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
801,15,Entre 46 e 50,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
802,3,18,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
803,10,25,F,Feminino,5,Indigena,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
804,17,Entre 56 e 60,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
805,17,Entre 56 e 60,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
806,4,19,F,Feminino,3,Parda,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
807,8,23,F,Feminino,1,Branca,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
808,15,Entre 46 e 50,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
809,19,Entre 66 e 70,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
810,19,Entre 66 e 70,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
811,10,25,F,Feminino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
812,13,Entre 36 e 40,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
813,2,17,F,Feminino,1,Branca,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
814,12,Entre 31 e 35,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
815,9,24,M,Masculino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
816,2,17,M,Masculino,1,Branca,0,Nao informado,4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
817,18,Entre 61 e 65,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
818,3,18,F,Feminino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
819,3,18,F,Feminino,3,Parda,1,Solteiro(a),3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
820,2,17,M,Masculino,3,Parda,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
821,3,18,M,Masculino,2,Preta,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
822,3,18,M,Masculino,5,Indigena,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
823,18,Entre 61 e 65,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
824,13,Entre 36 e 40,F,Feminino,4,Amarela,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
825,5,20,F,Feminino,5,Indigena,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
826,2,17,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
827,9,24,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
828,12,Entre 31 e 35,F,Feminino,5,Indigena,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
829,1,Menor de 17,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
830,6,21,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
831,14,Entre 41 e 45,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
832,2,17,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
833,2,17,M,Masculino,4,Amarela,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
834,7,22,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
835,6,21,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
836,3,18,M,Masculino,1,Branca,0,Nao informado,0,Nao informado,1,Ja conclui o Ensino Medio
837,16,Entre 51 e 55,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
838,11,Entre 26 e 30,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),4,"Brasileiro(a) Nato(a), nascido(a) no exterior",1,Ja conclui o Ensino Medio
839,9,24,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
840,14,Entre 41 e 45,F,Feminino,1,Branca,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
841,6,21,F,Feminino,4,Amarela,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
842,13,Entre 36 e 40,F,Feminino,2,Preta,4,Viuvo(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
843,4,19,M,Masculino,2,Preta,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
844,12,Entre 31 e 35,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),0,Nao informado,2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
845,3,18,M,Masculino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
846,16,Entre 51 e 55,F,Feminino,4,Amarela,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
847,10,25,F,Feminino,0,Nao declarado,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
848,2,17,F,Feminino,3,Parda,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
849,16,Entre 51 e 55,F,Feminino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
850,12,Entre 31 e 35,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),1,Ja conclui o Ensino Medio
851,2,17,M,Masculino,4,Amarela,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
852,19,Entre 66 e 70,M,Masculino,3,Parda,0,Nao informado,1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
853,15,Entre 46 e 50,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
854,9,24,M,Masculino,3,Parda,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
855,3,18,F,Feminino,0,Nao declarado,0,Nao informado,0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
856,15,Entre 46 e 50,M,Masculino,0,Nao declarado,1,Solteiro(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
857,1,Menor de 17,M,Masculino,1,Branca,2,Casado(a)/Mora com companheiro(a),2,Brasileiro(a) Naturalizado(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
858,8,23,M,Masculino,3,Parda,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
859,6,21,M,Masculino,2,Preta,2,Casado(a)/Mora com companheiro(a),1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
860,16,Entre 51 e 55,F,Feminino,2,Preta,0,Nao informado,1,Brasileiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
861,13,Entre 36 e 40,M,Masculino,2,Preta,1,Solteiro(a),3,Estrangeiro(a),1,Ja conclui o Ensino Medio
862,2,17,F,Feminino,1,Branca,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
863,11,Entre 26 e 30,M,Masculino,3,Parda,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
864,8,23,M,Masculino,0,Nao declarado,1,Solteiro(a),2,Brasileiro(a) Naturalizado(a),4,Nao conclui e nao estou cursando o Ensino Medio
865,2,17,F,Feminino,5,Indigena,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
866,13,Entre 36 e 40,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
867,14,Entre 41 e 45,M,Masculino,2,Preta,4,Viuvo(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
868,8,23,M,Masculino,2,Preta,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),1,Ja conclui o Ensino Medio
869,3,18,M,Masculino,4,Amarela,0,Nao informado,1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
870,14,Entre 41 e 45,F,Feminino,2,Preta,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
871,16,Entre 51 e 55,M,Masculino,3,Parda,3,Divorciado(a)/Desquitado(a)/Separado(a),1,Brasileiro(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
872,1,Menor de 17,M,Masculino,4,Amarela,1,Solteiro(a),0,Nao informado,3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
873,1,Menor de 17,M,Masculino,3,Parda,0,Nao informado,3,Estrangeiro(a),3,Estou cursando e concluirei o Ensino Medio apos o ano do ENEM
874,2,17,F,Feminino,0,Nao declarado,0,Nao informado,2,Brasileiro(a) Naturalizado(a),2,Estou cursando e concluirei o Ensino Medio no ano do ENEM
875,9,24,F,Feminino,1,Branca,1,Solteiro(a),1,Brasileiro(a),4,Nao conclui e nao estou cursando o Ensino Medio
876,16,Entre 51 e 55,M,Masculino,3,Parda,0,Nao informado,2,Brasileiro(a) Naturalizado(a),1,Ja conclui o Ensino Medio
